ObjectName,R,G,B
SM_Wheel_Rear_L_vehCar_vehicle06_3_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8C7A02_1212302117,79,207,175
SM_Wheel_Rear_R_vehCar_vehicle06_4_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8C7A02_1212302117,110,207,255
SM_vehCar_vehicle06_No_Wheel_5_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8C7A02_1212302117,110,207,127
SM_All_Trans_vehCar_vehicle06_6_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8C7A02_1212302117,110,207,191
BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425498346,110,207,95
SM_Wheel_Front_R_vehCar_vehicle05_1_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425498346,110,207,159
SM_Wheel_Front_L_vehCar_vehicle05_2_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425498346,110,207,223
SM_Wheel_Rear_L_vehCar_vehicle05_3_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425498346,110,207,79
SM_Wheel_Rear_R_vehCar_vehicle05_4_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425498346,110,207,110
SM_vehCar_vehicle05_No_Wheel_5_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425498346,110,207,143
SM_All_Trans_vehCar_vehicle05_6_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425498346,110,207,175
BP_VehicleAI_C_UAID_E08F4CF5208A897A02_1815599463,143,207,255
SM_Wheel_Front_R_vehCar_vehicle03_1_BP_VehicleAI_C_UAID_E08F4CF5208A897A02_1815599463,143,207,127
SM_Wheel_Front_L_vehCar_vehicle03_2_BP_VehicleAI_C_UAID_E08F4CF5208A897A02_1815599463,143,207,191
SM_Wheel_Rear_L_vehCar_vehicle03_3_BP_VehicleAI_C_UAID_E08F4CF5208A897A02_1815599463,143,207,95
SM_Wheel_Rear_R_vehCar_vehicle03_4_BP_VehicleAI_C_UAID_E08F4CF5208A897A02_1815599463,143,207,159
SM_vehCar_vehicle03_No_Wheel_5_BP_VehicleAI_C_UAID_E08F4CF5208A897A02_1815599463,143,207,223
SM_All_Trans_vehCar_vehicle03_6_BP_VehicleAI_C_UAID_E08F4CF5208A897A02_1815599463,143,207,79
BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425627355,143,207,110
SM_Wheel_Front_R_vehCar_vehicle02_1_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425627355,143,207,143
SM_Wheel_Front_L_vehCar_vehicle02_2_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425627355,143,207,175
SM_Wheel_Rear_L_vehCar_vehicle02_3_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425627355,175,207,255
SM_Wheel_Rear_R_vehCar_vehicle02_4_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425627355,175,207,127
SM_vehCar_vehicle02_No_Wheel_5_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425627355,175,207,191
SM_All_Trans_vehCar_vehicle02_6_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425627355,175,207,95
BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634072750,175,207,159
SM_Wheel_Front_R_vehCar_vehicle05_1_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634072750,175,207,223
SM_Wheel_Front_L_vehCar_vehicle05_2_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634072750,175,207,79
SM_Wheel_Rear_L_vehCar_vehicle05_3_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634072750,175,207,110
SM_Wheel_Rear_R_vehCar_vehicle05_4_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634072750,175,207,143
SM_vehCar_vehicle05_No_Wheel_5_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634072750,175,207,175
SM_All_Trans_vehCar_vehicle05_6_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634072750,255,207,207
BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1587150671,127,207,207
SM_Wheel_Front_R_vehCar_vehicle03_1_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1587150671,191,207,207
SM_Wheel_Front_L_vehCar_vehicle03_2_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1587150671,95,207,207
SM_Wheel_Rear_L_vehCar_vehicle03_3_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1587150671,159,207,207
SM_Wheel_Rear_R_vehCar_vehicle03_4_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1587150671,223,207,207
SM_vehCar_vehicle03_No_Wheel_5_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1587150671,79,207,207
SM_All_Trans_vehCar_vehicle03_6_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1587150671,110,207,207
BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425235322,143,207,207
SM_Wheel_Front_R_vehCar_vehicle06_1_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425235322,175,207,207
SM_Wheel_Front_L_vehCar_vehicle06_2_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425235322,207,255,255
SM_Wheel_Rear_L_vehCar_vehicle06_3_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425235322,207,255,127
SM_Wheel_Rear_R_vehCar_vehicle06_4_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425235322,207,255,191
SM_vehCar_vehicle06_No_Wheel_5_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425235322,207,255,95
SM_All_Trans_vehCar_vehicle06_6_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425235322,207,255,159
BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8C7A02_1212459132,207,255,223
SM_Wheel_Front_R_vehCar_vehicle13_1_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8C7A02_1212459132,207,255,79
SM_Wheel_Front_L_vehCar_vehicle13_2_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8C7A02_1212459132,207,255,110
SM_Wheel_Rear_L_vehCar_vehicle13_3_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8C7A02_1212459132,207,255,143
SM_Wheel_Rear_R_vehCar_vehicle13_4_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8C7A02_1212459132,207,255,175
SM_vehCar_vehicle13_No_Wheel_5_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8C7A02_1212459132,207,127,255
SM_All_Trans_vehCar_vehicle13_6_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8C7A02_1212459132,207,127,127
BP_VehicleAI_pickup_C_UAID_E08F4CF5208A8E7A02_1425422339,207,127,191
SM_Wheel_Front_R_vehTruck_vehicle04_1_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A8E7A02_1425422339,207,127,95
SM_Wheel_Front_L_vehTruck_vehicle04_2_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A8E7A02_1425422339,207,127,159
SM_Wheel_Rear_L_vehTruck_vehicle04_3_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A8E7A02_1425422339,207,127,223
SM_Wheel_Rear_R_vehTruck_vehicle04_4_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A8E7A02_1425422339,207,127,79
SM_vehTruck_vehicle04_No_Wheel_5_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A8E7A02_1425422339,207,127,110
SM_All_Trans_vehTruck_vehicle04_6_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A8E7A02_1425422339,207,127,143
BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1634259766,207,127,175
SM_Wheel_Front_R_vehCar_vehicle03_1_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1634259766,207,191,255
SM_Wheel_Front_L_vehCar_vehicle03_2_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1634259766,207,191,127
SM_Wheel_Rear_L_vehCar_vehicle03_3_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1634259766,207,191,191
SM_Wheel_Rear_R_vehCar_vehicle03_4_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1634259766,207,191,95
SM_vehCar_vehicle03_No_Wheel_5_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1634259766,207,191,159
SM_All_Trans_vehCar_vehicle03_6_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1634259766,207,191,223
BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425367334,207,191,79
SM_Wheel_Front_R_vehCar_vehicle02_1_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425367334,207,191,110
SM_Wheel_Front_L_vehCar_vehicle02_2_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425367334,207,191,143
SM_Wheel_Rear_L_vehCar_vehicle02_3_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425367334,207,191,175
SM_Wheel_Rear_R_vehCar_vehicle02_4_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425367334,207,95,255
SM_vehCar_vehicle02_No_Wheel_5_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425367334,207,95,127
SM_All_Trans_vehCar_vehicle02_6_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8E7A02_1425367334,207,95,191
BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425658357,207,95,95
SM_Wheel_Front_R_vehCar_vehicle12_1_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425658357,207,95,159
SM_Wheel_Front_L_vehCar_vehicle12_2_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425658357,207,95,223
SM_Wheel_Rear_L_vehCar_vehicle12_3_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425658357,207,95,79
SM_Wheel_Rear_R_vehCar_vehicle12_4_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425658357,207,95,110
SM_vehCar_vehicle12_No_Wheel_5_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425658357,207,95,143
SM_All_Trans_vehCar_vehicle12_6_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425658357,207,95,175
BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8C7A02_1212150104,207,159,255
SM_Wheel_Front_R_vehCar_vehicle06_1_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8C7A02_1212150104,207,159,127
SM_Wheel_Front_L_vehCar_vehicle06_2_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8C7A02_1212150104,207,159,191
SM_Wheel_Rear_L_vehCar_vehicle06_3_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8C7A02_1212150104,207,159,95
SM_Wheel_Rear_R_vehCar_vehicle06_4_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8C7A02_1212150104,207,159,159
SM_vehCar_vehicle06_No_Wheel_5_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8C7A02_1212150104,207,159,223
SM_All_Trans_vehCar_vehicle06_6_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8C7A02_1212150104,207,159,79
BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587305684,207,159,110
SM_Wheel_Front_R_vehCar_vehicle13_1_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587305684,207,159,143
SM_Wheel_Front_L_vehCar_vehicle13_2_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587305684,207,159,175
SM_Wheel_Rear_L_vehCar_vehicle13_3_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587305684,207,223,255
SM_Wheel_Rear_R_vehCar_vehicle13_4_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587305684,207,223,127
SM_vehCar_vehicle13_No_Wheel_5_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587305684,207,223,191
SM_All_Trans_vehCar_vehicle13_6_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587305684,207,223,95
BP_VehicleAI_C_UAID_E08F4CF5208A897A02_1815687471,207,223,159
SM_Wheel_Front_R_vehCar_vehicle03_1_BP_VehicleAI_C_UAID_E08F4CF5208A897A02_1815687471,207,223,223
SM_Wheel_Front_L_vehCar_vehicle03_2_BP_VehicleAI_C_UAID_E08F4CF5208A897A02_1815687471,207,223,79
SM_Wheel_Rear_L_vehCar_vehicle03_3_BP_VehicleAI_C_UAID_E08F4CF5208A897A02_1815687471,207,223,110
SM_Wheel_Rear_R_vehCar_vehicle03_4_BP_VehicleAI_C_UAID_E08F4CF5208A897A02_1815687471,207,223,143
SM_vehCar_vehicle03_No_Wheel_5_BP_VehicleAI_C_UAID_E08F4CF5208A897A02_1815687471,207,223,175
SM_All_Trans_vehCar_vehicle03_6_BP_VehicleAI_C_UAID_E08F4CF5208A897A02_1815687471,207,79,255
BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425377335,207,79,127
SM_Wheel_Front_R_vehCar_vehicle12_1_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425377335,207,79,191
SM_Wheel_Front_L_vehCar_vehicle12_2_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425377335,207,79,95
SM_Wheel_Rear_L_vehCar_vehicle12_3_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425377335,207,79,159
SM_Wheel_Rear_R_vehCar_vehicle12_4_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425377335,207,79,223
SM_vehCar_vehicle12_No_Wheel_5_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425377335,207,79,79
SM_All_Trans_vehCar_vehicle12_6_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425377335,207,79,110
BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587572707,207,79,143
SM_Wheel_Front_R_vehCar_vehicle05_1_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587572707,207,79,175
SM_Wheel_Front_L_vehCar_vehicle05_2_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587572707,207,110,255
SM_Wheel_Rear_L_vehCar_vehicle05_3_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587572707,207,110,127
SM_Wheel_Rear_R_vehCar_vehicle05_4_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587572707,207,110,191
SM_vehCar_vehicle05_No_Wheel_5_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587572707,207,110,95
SM_All_Trans_vehCar_vehicle05_6_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587572707,207,110,159
BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8E7A02_1425672358,207,110,223
SM_Wheel_Front_R_vehCar_vehicle07_1_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8E7A02_1425672358,207,110,79
SM_Wheel_Front_L_vehCar_vehicle07_2_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8E7A02_1425672358,207,110,110
SM_Wheel_Rear_L_vehCar_vehicle07_3_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8E7A02_1425672358,207,110,143
SM_Wheel_Rear_R_vehCar_vehicle07_4_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8E7A02_1425672358,207,110,175
SM_vehCar_vehicle07_No_Wheel_5_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8E7A02_1425672358,207,143,255
SM_All_Trans_vehCar_vehicle07_6_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8E7A02_1425672358,207,143,127
BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212134103,207,143,191
SM_Wheel_Front_R_vehCar_vehicle02_1_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212134103,207,143,95
SM_Wheel_Front_L_vehCar_vehicle02_2_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212134103,207,143,159
SM_Wheel_Rear_L_vehCar_vehicle02_3_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212134103,207,143,223
SM_Wheel_Rear_R_vehCar_vehicle02_4_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212134103,207,143,79
SM_vehCar_vehicle02_No_Wheel_5_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212134103,207,143,110
SM_All_Trans_vehCar_vehicle02_6_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212134103,207,143,143
BP_VehicleAI_pickup_C_UAID_E08F4CF5208A8E7A02_1425466343,207,143,175
SM_Wheel_Front_R_vehTruck_vehicle04_1_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A8E7A02_1425466343,207,175,255
SM_Wheel_Front_L_vehTruck_vehicle04_2_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A8E7A02_1425466343,207,175,127
SM_Wheel_Rear_L_vehTruck_vehicle04_3_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A8E7A02_1425466343,207,175,191
SM_Wheel_Rear_R_vehTruck_vehicle04_4_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A8E7A02_1425466343,207,175,95
SM_vehTruck_vehicle04_No_Wheel_5_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A8E7A02_1425466343,207,175,159
SM_All_Trans_vehTruck_vehicle04_6_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A8E7A02_1425466343,207,175,223
BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1633901735,207,175,79
SM_Wheel_Front_R_vehCar_vehicle12_1_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1633901735,207,175,110
SM_Wheel_Front_L_vehCar_vehicle12_2_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1633901735,207,175,143
SM_Wheel_Rear_L_vehCar_vehicle12_3_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1633901735,207,175,175
SM_Wheel_Rear_R_vehCar_vehicle12_4_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1633901735,207,255,207
SM_vehCar_vehicle12_No_Wheel_5_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1633901735,207,127,207
SM_All_Trans_vehCar_vehicle12_6_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1633901735,207,191,207
BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1587342687,207,95,207
SM_Wheel_Front_R_vehCar_vehicle03_1_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1587342687,207,159,207
SM_Wheel_Front_L_vehCar_vehicle03_2_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1587342687,207,223,207
SM_Wheel_Rear_L_vehCar_vehicle03_3_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1587342687,207,79,207
SM_Wheel_Rear_R_vehCar_vehicle03_4_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1587342687,207,110,207
SM_vehCar_vehicle03_No_Wheel_5_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1587342687,207,143,207
SM_All_Trans_vehCar_vehicle03_6_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1587342687,207,175,207
BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587203675,207,207,255
SM_Wheel_Front_R_vehCar_vehicle13_1_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587203675,207,207,127
SM_Wheel_Front_L_vehCar_vehicle13_2_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587203675,207,207,191
SM_Wheel_Rear_L_vehCar_vehicle13_3_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587203675,207,207,95
SM_Wheel_Rear_R_vehCar_vehicle13_4_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587203675,207,207,159
SM_vehCar_vehicle13_No_Wheel_5_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587203675,207,207,223
SM_All_Trans_vehCar_vehicle13_6_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587203675,207,207,79
BP_VehicleAI_C_UAID_E08F4CF5208A897A02_1815775478,207,207,110
SM_Wheel_Front_R_vehCar_vehicle03_1_BP_VehicleAI_C_UAID_E08F4CF5208A897A02_1815775478,207,207,143
SM_Wheel_Front_L_vehCar_vehicle03_2_BP_VehicleAI_C_UAID_E08F4CF5208A897A02_1815775478,207,207,175
SM_Wheel_Rear_L_vehCar_vehicle03_3_BP_VehicleAI_C_UAID_E08F4CF5208A897A02_1815775478,207,207,207
SM_Wheel_Rear_R_vehCar_vehicle03_4_BP_VehicleAI_C_UAID_E08F4CF5208A897A02_1815775478,255,255,239
SM_vehCar_vehicle03_No_Wheel_5_BP_VehicleAI_C_UAID_E08F4CF5208A897A02_1815775478,255,127,239
SM_All_Trans_vehCar_vehicle03_6_BP_VehicleAI_C_UAID_E08F4CF5208A897A02_1815775478,255,191,239
SM_CineCam_0_ExternalCamera,255,95,239
MatineeCam_SM_1_ExternalCamera,255,159,239
MatineeCam_SM_2_ExternalCamera,255,223,239
MatineeCam_SM_3_ExternalCamera,255,79,239
MatineeCam_SM_4_ExternalCamera,255,110,239
MatineeCam_SM_5_ExternalCamera,255,143,239
Cone_6_ExternalCamera,255,175,239
MatineeCam_SM_7_ExternalCamera,255,207,239
MatineeCam_SM_8_ExternalCamera,127,255,239
MatineeCam_SM_9_ExternalCamera,127,127,239
MatineeCam_SM_10_ExternalCamera,127,191,239
MatineeCam_SM_11_ExternalCamera,127,95,239
Quadrotor1_0_Drone1,127,159,239
Propeller_1_Drone1,127,223,239
Propeller_2_Drone1,127,79,239
Propeller_3_Drone1,127,110,239
Propeller_4_Drone1,127,143,239
SM_CineCam_0_FrontRightCamera_Drone1,127,175,239
MatineeCam_SM_1_FrontRightCamera_Drone1,127,207,239
MatineeCam_SM_2_FrontRightCamera_Drone1,191,255,239
MatineeCam_SM_3_FrontRightCamera_Drone1,191,127,239
MatineeCam_SM_4_FrontRightCamera_Drone1,191,191,239
MatineeCam_SM_5_FrontRightCamera_Drone1,191,95,239
Cone_6_FrontRightCamera_Drone1,191,159,239
MatineeCam_SM_7_FrontRightCamera_Drone1,191,223,239
MatineeCam_SM_8_FrontRightCamera_Drone1,191,79,239
MatineeCam_SM_9_FrontRightCamera_Drone1,191,110,239
MatineeCam_SM_10_FrontRightCamera_Drone1,191,143,239
MatineeCam_SM_11_FrontRightCamera_Drone1,191,175,239
SM_CineCam_0_FrontLeftCamera_Drone1,191,207,239
MatineeCam_SM_1_FrontLeftCamera_Drone1,95,255,239
MatineeCam_SM_2_FrontLeftCamera_Drone1,95,127,239
MatineeCam_SM_3_FrontLeftCamera_Drone1,95,191,239
MatineeCam_SM_4_FrontLeftCamera_Drone1,95,95,239
MatineeCam_SM_5_FrontLeftCamera_Drone1,95,159,239
Cone_6_FrontLeftCamera_Drone1,95,223,239
MatineeCam_SM_7_FrontLeftCamera_Drone1,95,79,239
MatineeCam_SM_8_FrontLeftCamera_Drone1,95,110,239
MatineeCam_SM_9_FrontLeftCamera_Drone1,95,143,239
MatineeCam_SM_10_FrontLeftCamera_Drone1,95,175,239
MatineeCam_SM_11_FrontLeftCamera_Drone1,95,207,239
SM_CineCam_0_FrontCenterCamera_Drone1,159,255,239
MatineeCam_SM_1_FrontCenterCamera_Drone1,159,127,239
MatineeCam_SM_2_FrontCenterCamera_Drone1,159,191,239
MatineeCam_SM_3_FrontCenterCamera_Drone1,159,95,239
MatineeCam_SM_4_FrontCenterCamera_Drone1,159,159,239
MatineeCam_SM_5_FrontCenterCamera_Drone1,159,223,239
Cone_6_FrontCenterCamera_Drone1,159,79,239
MatineeCam_SM_7_FrontCenterCamera_Drone1,159,110,239
MatineeCam_SM_8_FrontCenterCamera_Drone1,159,143,239
MatineeCam_SM_9_FrontCenterCamera_Drone1,159,175,239
MatineeCam_SM_10_FrontCenterCamera_Drone1,159,207,239
MatineeCam_SM_11_FrontCenterCamera_Drone1,223,255,239
SM_CineCam_0_BackCenterCamera_Drone1,223,127,239
MatineeCam_SM_1_BackCenterCamera_Drone1,223,191,239
MatineeCam_SM_2_BackCenterCamera_Drone1,223,95,239
MatineeCam_SM_3_BackCenterCamera_Drone1,223,159,239
MatineeCam_SM_4_BackCenterCamera_Drone1,223,223,239
MatineeCam_SM_5_BackCenterCamera_Drone1,223,79,239
Cone_6_BackCenterCamera_Drone1,223,110,239
MatineeCam_SM_7_BackCenterCamera_Drone1,223,143,239
MatineeCam_SM_8_BackCenterCamera_Drone1,223,175,239
MatineeCam_SM_9_BackCenterCamera_Drone1,223,207,239
MatineeCam_SM_10_BackCenterCamera_Drone1,79,255,239
MatineeCam_SM_11_BackCenterCamera_Drone1,79,127,239
SM_CineCam_0_BottomCenterCamera_Drone1,79,191,239
MatineeCam_SM_1_BottomCenterCamera_Drone1,79,95,239
MatineeCam_SM_2_BottomCenterCamera_Drone1,79,159,239
MatineeCam_SM_3_BottomCenterCamera_Drone1,79,223,239
MatineeCam_SM_4_BottomCenterCamera_Drone1,79,79,239
MatineeCam_SM_5_BottomCenterCamera_Drone1,79,110,239
Cone_6_BottomCenterCamera_Drone1,79,143,239
MatineeCam_SM_7_BottomCenterCamera_Drone1,79,175,239
MatineeCam_SM_8_BottomCenterCamera_Drone1,79,207,239
MatineeCam_SM_9_BottomCenterCamera_Drone1,110,255,239
MatineeCam_SM_10_BottomCenterCamera_Drone1,110,127,239
MatineeCam_SM_11_BottomCenterCamera_Drone1,110,191,239
SM_CineCam_0_BP_PIPCamera_C_5,110,95,239
MatineeCam_SM_1_BP_PIPCamera_C_5,110,159,239
MatineeCam_SM_2_BP_PIPCamera_C_5,110,223,239
MatineeCam_SM_3_BP_PIPCamera_C_5,110,79,239
MatineeCam_SM_4_BP_PIPCamera_C_5,110,110,239
MatineeCam_SM_5_BP_PIPCamera_C_5,110,143,239
Cone_6_BP_PIPCamera_C_5,110,175,239
MatineeCam_SM_7_BP_PIPCamera_C_5,110,207,239
MatineeCam_SM_8_BP_PIPCamera_C_5,143,255,239
MatineeCam_SM_9_BP_PIPCamera_C_5,143,127,239
MatineeCam_SM_10_BP_PIPCamera_C_5,143,191,239
MatineeCam_SM_11_BP_PIPCamera_C_5,143,95,239
